Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Author,Total Review,Type Review
Rurouni Kenshin: Meiji Kenkaku RomantanRurouni Kenshin: Meiji Swordsman Romantic Story,8.56,46882,104,139,"95,937","7,212",28,259,Finished,"Apr  12, 1994 to Sep  21, 1999","['Action', 'Drama']","['Historical', 'Samurai']","Watsuki, Nobuhiro (Story & Art)",30,"['28', '2', '0']"
Skip Beat!,8.56,38730,105,151,"90,251","9,149",Unknown,Unknown,Publishing,"Feb  15, 2002 to ?","['Comedy', 'Drama', 'Romance']","['Love Polygon', 'Showbiz']","Nakamura, Yoshiki (Story & Art)",58,"['54', '4', '0']"
One Outs,8.56,11413,106,510,"33,063","1,292",20,175,Finished,"Nov  14, 1998 to Aug  15, 2006",[],"['Adult Cast', 'Psychological', 'Team Sports']","Kaitani, Shinobu (Story & Art)",7,"['6', '1', '0']"
OtoyomegatariA Bride's Story,8.56,15868,107,214,"69,408","2,568",Unknown,Unknown,Publishing,"Oct  14, 2008 to ?","['Award Winning', 'Romance']",[],"Mori, Kaoru (Story & Art)",21,"['20', '0', '1']"
Chihayafuru,8.57,13415,108,364,"44,311","2,575",50,252,Finished,"Dec  28, 2007 to Aug  1, 2022","['Award Winning', 'Drama']","['Love Polygon', 'Strategy Game']","Suetsugu, Yuki (Story & Art)",8,"['8', '0', '0']"
Tobaku Datenroku Kaiji: One Poker-hen,8.56,3345,109,2361,"8,201",427,16,155,Finished,"Jun  3, 2013 to Aug  21, 2017",[],"['Adult Cast', 'High Stakes Game', 'Psychological', 'Strategy Game']","Fukumoto, Nobuyuki (Story & Art)",3,"['3', '0', '0']"
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?,8.56,5197,110,690,"24,978",910,5,25,Finished,"Nov  1, 2014 to Apr  1, 2016","['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",[],"Kareno, Akira (Story), ue (Art)",6,"['5', '1', '0']"
Diamond no Ace Act IIAce of Diamond Act II,8.56,6900,111,1121,"15,956","1,017",34,309,Finished,"Aug  19, 2015 to Oct  26, 2022",[],"['School', 'Team Sports']","Terajima, Yuuji (Story & Art)",4,"['4', '0', '0']"
Kidou Senshi Gundam: The OriginMobile Suit Gundam: The Origin,8.55,3597,112,1252,"14,745",761,24,112,Finished,"Jun  25, 2001 to Jun  26, 2014","['Action', 'Award Winning', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']","Yasuhiko, Yoshikazu (Story & Art), Tomino, Yoshiyuki (Story)",2,"['2', '0', '0']"
Souyaku Toaru Majutsu no Index,8.55,768,113,6362,"2,907",128,Unknown,Unknown,Publishing,"Feb  7, 2020 to ?","['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",[],"Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)",1,"['1', '0', '0']"
Shingeki no KyojinAttack on Titan,8.55,399935,114,2,"643,883","68,972",34,141,Finished,"Sep  9, 2009 to Apr  9, 2021","['Action', 'Award Winning', 'Drama']","['Gore', 'Military', 'Survival']","Isayama, Hajime (Story & Art)",444,"['280', '52', '112']"
Blue Lock,8.54,70498,115,59,"158,917","12,272",Unknown,Unknown,Publishing,"Aug  1, 2018 to ?","['Award Winning', 'Sports']",[],"Kaneshiro, Muneyuki (Story), Nomura, Yuusuke (Art)",73,"['55', '9', '9']"
Sasaki to MiyanoSasaki and Miyano,8.54,10515,116,500,"33,438","2,111",Unknown,Unknown,Publishing,"Feb  26, 2016 to ?",[],"['Otaku Culture', 'School']","Harusono, Shou (Story & Art)",11,"['9', '1', '1']"
Kamisama HajimemashitaKamisama Kiss,8.54,34863,117,156,"87,158","5,425",25,154,Finished,"Feb  20, 2008 to May  20, 2016","['Comedy', 'Fantasy', 'Romance', 'Supernatural']",[],"Suzuki, Julietta (Story & Art)",28,"['26', '2', '0']"
Kara no Kyoukai: The Garden of Sinners,8.53,2969,118,1115,"15,997",532,2,10,Finished,Oct  1998 to Aug  1999,"['Fantasy', 'Horror', 'Mystery', 'Supernatural']","['Mythology', 'Psychological', 'School']","Type-Moon (Story & Art), Nasu, Kinoko (Story), Takeuchi, Takashi (Art)",3,"['3', '0', '0']"
Monogatari Series: Off Season,8.53,1369,119,3342,"5,933",122,4,155,Finished,"Oct  5, 2015 to Jan  11, 2017","['Comedy', 'Drama', 'Mystery', 'Supernatural']",[],"NISIO, ISIN (Story), VOFAN (Art)",2,"['2', '0', '0']"
Kakukaku ShikajikaBlank Canvas: My So-Called Artist's Journey,8.53,7084,120,656,"26,229","1,076",5,34,Finished,"Nov  28, 2011 to Jan  28, 2015","['Award Winning', 'Slice of Life']","['Memoir', 'Otaku Culture', 'Visual Arts']","Higashimura, Akiko (Story & Art)",17,"['16', '0', '1']"
Jujutsu Kaisen,8.53,169613,121,13,"377,465","29,584",Unknown,Unknown,Publishing,"Mar  5, 2018 to ?","['Action', 'Supernatural']",[],"Akutami, Gege (Story & Art)",89,"['52', '27', '10']"
Hirayasumi,8.53,2025,122,1957,"9,643",305,Unknown,Unknown,Publishing,"Apr  26, 2021 to ?",[],[],"Shinzou, Keigo (Story & Art)",5,"['5', '0', '0']"
Given,8.53,22436,123,260,"59,080","4,304",9,58,Finished,"Apr  30, 2013 to Mar  30, 2023","['Boys Love', 'Drama']","['Music', 'School']","Kizu, Natsuki (Story & Art)",12,"['9', '2', '1']"
Bungou Stray DogsBungo Stray Dogs,8.52,26734,124,155,"87,471","5,960",Unknown,Unknown,Publishing,"Dec  4, 2012 to ?","['Action', 'Supernatural']",[],"Asagiri, Kafka (Story), Harukawa35 (Art)",16,"['13', '2', '1']"
Umineko no Naku Koro ni,8.52,1700,125,3251,"6,082",497,8,Unknown,Finished,"Jul  1, 2009 to Aug  3, 2010","['Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Suspense']",[],"Ryukishi07 (Story), Tomohi (Art)",0,"['0', '0', '0']"
The Fable,8.52,11282,126,408,"40,210","1,193",22,240,Finished,"Nov  1, 2014 to Nov  18, 2019","['Award Winning', 'Comedy']",[],"Minami, Katsuhisa (Story & Art)",18,"['17', '1', '0']"
Sakamichi no Apollon,8.52,10602,127,572,"29,351",971,9,45,Finished,"Sep  28, 2007 to Jan  28, 2012","['Award Winning', 'Drama', 'Romance']","['Love Polygon', 'Music', 'School']","Kodama, Yuki (Story & Art)",11,"['10', '1', '0']"
Tokyo Ghoul,8.52,266008,128,5,"489,483","44,180",14,144,Finished,"Sep  8, 2011 to Sep  18, 2014","['Action', 'Fantasy', 'Horror']","['Gore', 'Psychological']","Ishida, Sui (Story & Art)",125,"['100', '20', '5']"
Steins;Gate,8.52,3145,129,1540,"12,470",189,5,17,Finished,"Jun  30, 2011 to May  31, 2012","['Sci-Fi', 'Suspense']",[],"Sakai, Kyuuta (Art), Miwa, Kiyomune (Story)",0,"['0', '0', '0']"
Fruits Basket,8.52,72290,130,76,"140,656","14,472",23,136,Finished,"Jul  18, 1998 to Nov  20, 2006","['Award Winning', 'Drama', 'Romance', 'Supernatural']","['Love Polygon', 'School']","Takaya, Natsuki (Story & Art)",77,"['73', '2', '2']"
Baccano!,8.52,2647,131,907,"19,161",476,22,Unknown,On Hiatus,"Feb  10, 2003 to Aug  10, 2016","['Action', 'Fantasy', 'Mystery']",[],"Narita, Ryohgo (Story), Enami, Katsumi (Art)",2,"['2', '0', '0']"
Fate/Zero,8.52,8257,132,640,"26,911",939,4,18,Finished,"Dec  29, 2006 to Dec  29, 2007","['Action', 'Fantasy', 'Supernatural']",[],"Takeuchi, Takashi (Art), Urobuchi, Gen (Story)",5,"['5', '0', '0']"
Watashitachi no Shiawase na Jikan,8.52,54057,133,107,"114,077","4,838",1,8,Finished,"Mar  28, 2008 to Aug  22, 2008","['Drama', 'Romance']","['Music', 'Psychological']","Yumeka, Sumomo (Art)",83,"['74', '4', '5']"
Ping Pong,8.51,6202,134,881,"19,790",651,5,55,Finished,1996 to  1997,"['Drama', 'Sports']",[],"Matsumoto, Taiyou (Story & Art)",6,"['6', '0', '0']"
Bakemonogatari,8.51,10289,135,464,"35,512","1,683",22,Unknown,Finished,"Mar  14, 2018 to Mar  15, 2023","['Action', 'Comedy', 'Drama', 'Mystery', 'Romance', 'Supernatural']",[],"Oh! Great (Art), NISIO, ISIN (Story)",11,"['9', '1', '1']"
19 Tian,8.51,2935,136,2602,"7,517",586,Unknown,Unknown,Publishing,"Oct  19, 2018 to ?","['Boys Love', 'Comedy']",[],Old Xian (Story & Art),3,"['3', '0', '0']"
JoJo no Kimyou na Bouken Part 9: The JoJoLandsJoJo's Bizarre Adventure Part 9: The JoJoLands,8.51,7483,137,525,"31,813",508,Unknown,Unknown,Publishing,"Feb  17, 2023 to ?","['Action', 'Adventure', 'Supernatural']",[],"Araki, Hirohiko (Story & Art)",7,"['6', '0', '1']"
Ouran Koukou Host ClubOuran High School Host Club,8.50,59130,138,92,"125,492","8,014",18,87,Finished,"Jul  24, 2002 to Sep  24, 2010","['Comedy', 'Drama', 'Romance']","['Crossdressing', 'Reverse Harem', 'School']","Hatori, Bisco (Story & Art)",34,"['30', '4', '0']"
Tensei shitara Slime Datta KenThat Time I Got Reincarnated as a Slime,8.50,14562,139,440,"37,529","2,030",Unknown,Unknown,Publishing,"May  30, 2014 to ?",[],"['Isekai', 'Reincarnation']","Mitz Vah (Art), Fuse (Story)",10,"['8', '2', '0']"
Berserk: Shinen no Kami 2,8.50,9092,140,1024,"17,347",114,Unknown,1,Finished,"Jul  12, 1996",[],[],"Miura, Kentarou (Story & Art)",3,"['3', '0', '0']"
Kimi no Suizou wo TabetaiI Want to Eat Your Pancreas,8.50,21739,141,389,"41,930","1,697",2,10,Finished,"Aug  25, 2016 to May  25, 2017",[],[],"Kirihara, Idumi (Art), Sumino, Yoru (Story)",21,"['15', '3', '3']"
Kusuriya no HitorigotoThe Apothecary Diaries,8.50,13219,142,323,"48,546","2,102",Unknown,Unknown,Publishing,"May  25, 2017 to ?","['Drama', 'Mystery']","['Historical', 'Medical']","Hyuuga, Natsu (Story), Nekokurage (Art), Nanao, Itsuki (Story)",14,"['14', '0', '0']"
Medalist,8.50,1337,143,2060,"9,247",187,Unknown,Unknown,Publishing,"May  25, 2020 to ?","['Award Winning', 'Drama', 'Sports']",[],Tsurumaikada (Story & Art),3,"['3', '0', '0']"
Umineko no Naku Koro ni Chiru - Episode 5: End of the Golden WitchUmineko WHEN THEY CRY Episode 5: End of the Golden Witch,8.50,6444,144,1340,"13,997",464,6,27,Finished,"Oct  22, 2010 to Nov  22, 2012","['Drama', 'Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Suspense']",[],"Ryukishi07 (Story), Akitaka (Art)",3,"['3', '0', '0']"
Spirit Circle,8.50,17691,145,371,"43,273","2,270",6,45,Finished,"May  30, 2012 to Mar  30, 2016","['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Supernatural']",[],"Mizukami, Satoshi (Story & Art)",25,"['24', '1', '0']"
Chikan Otoko,8.49,23307,146,339,"46,517","2,879",Unknown,21,Finished,2004,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",[],"Yokota, Takuma (Story & Art)",34,"['33', '1', '0']"
"Ohayou, IbarahimeWake Up, Sleeping Beauty",8.49,11019,147,486,"34,090","1,110",6,26,Finished,"Nov  22, 2014 to May  24, 2017","['Romance', 'Supernatural']",[],"Morino, Megumi (Story & Art)",24,"['21', '3', '0']"
Bastard,8.49,68281,148,84,"130,335","6,535",5,94,Finished,"Jul  4, 2014 to May  6, 2016","['Drama', 'Horror', 'Mystery', 'Romance']","['Gore', 'Psychological']","Kim, Carnby (Story), Hwang, Young-chan (Art)",50,"['44', '6', '0']"
Yagate Kimi ni Naru: Saeki Sayaka ni TsuiteBloom into You: Regarding Saeki Sayaka,8.49,1725,149,3045,"6,434",213,3,9,Finished,"Nov  10, 2018 to Mar  10, 2020","['Drama', 'Girls Love']",[],"Iruma, Hitoma (Story), Nakatani, Nio (Art)",5,"['5', '0', '0']"
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita KenThe Angel Next Door Spoils Me Rotten,8.49,4720,150,999,"17,610","1,069",Unknown,Unknown,Publishing,"Jun  14, 2019 to ?","['Comedy', 'Romance']",[],"Kazutake, Hazano (Art), Hanekoto (Art), Saeki-san (Story)",17,"['13', '1', '3']"
Vanitas no KarteThe Case Study of Vanitas,8.49,14550,151,248,"61,881","3,475",Unknown,Unknown,Publishing,"Dec  22, 2015 to ?","['Fantasy', 'Supernatural']","['Historical', 'Vampire']","Mochizuki, Jun (Story & Art)",16,"['11', '3', '2']"
Shimanami TasogareOur Dreams at Dusk: Shimanami Tasogare,8.49,21340,152,259,"59,149","3,470",4,23,Finished,"Mar  6, 2015 to May  23, 2018","['Drama', 'Slice of Life']",[],"Kamatani, Yuhki (Story & Art)",37,"['33', '3', '1']"
KatanagatariKatanagatari: Sword Tale,8.48,1370,153,2665,"7,330",175,12,55,Finished,"Jan  9, 2007 to Dec  4, 2007","['Action', 'Adventure', 'Comedy', 'Romance']",[],"NISIO, ISIN (Story), Take (Art)",2,"['1', '1', '0']"
Cross Game,8.48,8489,154,851,"20,685",842,17,170,Finished,"Sep  2, 2005 to Feb  17, 2010","['Award Winning', 'Comedy', 'Drama', 'Romance', 'Sports']","['School', 'Team Sports']","Adachi, Mitsuru (Story & Art)",9,"['8', '1', '0']"
Glass no Kamen,8.48,2654,155,1701,"11,197",386,49,Unknown,On Hiatus,"Jan  1976 to May  26, 2012","['Drama', 'Romance']","['Performing Arts', 'Showbiz']","Miuchi, Suzue (Story & Art)",7,"['7', '0', '0']"
Kyou kara Ore wa!!,8.48,5815,156,858,"20,423",941,38,366,Finished,1988 to Oct  1997,"['Action', 'Comedy']","['Delinquents', 'School']","Nishimori, Hiroyuki (Story & Art)",14,"['13', '1', '0']"
Rainbow: Nisha Rokubou no Shichinin,8.48,8658,157,497,"33,544",892,22,235,Finished,"Nov  21, 2002 to Jan  4, 2010","['Award Winning', 'Drama']","['Delinquents', 'Historical', 'Psychological']","Abe, George (Story), Kakizaki, Masasumi (Art)",13,"['8', '2', '3']"
Billy Bat,8.48,15924,158,253,"60,969","2,060",20,165,Finished,"Oct  16, 2008 to Aug  18, 2016","['Drama', 'Mystery', 'Supernatural']","['Detective', 'Historical', 'Psychological']","Urasawa, Naoki (Story & Art), Nagasaki, Takashi (Story)",19,"['17', '0', '2']"
blancClassmates: blanc,8.48,2858,159,2541,"7,675",163,2,12,Finished,"Feb  28, 2018 to Sep  16, 2020","['Boys Love', 'Drama', 'Slice of Life']",[],"Nakamura, Asumiko (Story & Art)",2,"['1', '1', '0']"
Kimi wa Houkago InsomniaInsomniacs After School,8.47,11074,160,387,"41,975","1,403",14,125,Finished,"May  20, 2019 to Aug  21, 2023",[],[],"Ojiro, Makoto (Story & Art)",21,"['19', '2', '0']"
JoJo no Kimyou na Bouken Part 8: JoJolion,8.47,67269,161,75,"144,029","7,686",27,110,Finished,"May  19, 2011 to Aug  19, 2021","['Action', 'Adventure', 'Award Winning', 'Mystery', 'Supernatural']",[],"Araki, Hirohiko (Story & Art)",59,"['52', '5', '2']"
Hinamatsuri,8.47,17067,162,295,"52,649","2,016",19,117,Finished,"Jun  15, 2010 to Jul  15, 2020","['Comedy', 'Supernatural']","['Childcare', 'Organized Crime']","Ohtake, Masao (Story & Art)",23,"['20', '2', '1']"
Eyeshield 21,8.47,35246,163,196,"75,130","4,357",37,333,Finished,"Jul  23, 2002 to Jun  15, 2009",[],[],"Inagaki, Riichiro (Story), Murata, Yusuke (Art)",32,"['29', '3', '0']"
Kami nomi zo Shiru Sekai,8.47,56062,164,117,"108,549","9,206",26,271,Finished,"Apr  9, 2008 to Apr  23, 2014","['Comedy', 'Fantasy', 'Romance', 'Supernatural']","['Harem', 'Otaku Culture', 'School']","Wakaki, Tamiki (Story & Art)",37,"['34', '2', '1']"
Blue Giant,8.47,3711,165,960,"18,163",410,10,80,Finished,"May  10, 2013 to Aug  25, 2016",[],[],"Ishizuka, Shinichi (Story & Art)",15,"['14', '1', '0']"
Umineko no Naku Koro ni Chiru,8.46,993,166,5355,"3,520",177,7,Unknown,Finished,"Jul  13, 2012 to Sep  30, 2018","['Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Suspense']",[],"Ryukishi07 (Story), Tomohi (Art)",0,"['0', '0', '0']"
Dungeon MeshiDelicious in Dungeon,8.46,15414,167,267,"57,970","2,696",14,Unknown,Finished,"Feb  15, 2014 to Sep  15, 2023","['Comedy', 'Fantasy', 'Gourmet']",[],"Kui, Ryoko (Story & Art)",29,"['27', '2', '0']"
Yubisaki to RenrenA Sign of Affection,8.46,8565,168,460,"36,053","1,539",Unknown,Unknown,Publishing,"Jul  24, 2019 to ?",[],[],"Morishita, Suu (Story & Art)",10,"['7', '3', '0']"
Mo Dao Zu ShiGrandmaster of Demonic Cultivation: Mo Dao Zu Shi,8.46,3760,169,1642,"11,617",603,Unknown,260,Finished,"Dec  8, 2017 to Oct  26, 2022","['Action', 'Adventure', 'Boys Love', 'Mystery', 'Supernatural']",[],"Mo Xiang Tong Xiu (Story), Luo Di Cheng Qiu (Art)",2,"['1', '1', '0']"
Yuukoku no MoriartyMoriarty the Patriot,8.46,8626,170,494,"33,707","2,043",Unknown,Unknown,Publishing,"Aug  4, 2016 to ?","['Mystery', 'Suspense']","['Adult Cast', 'Historical', 'Psychological']","Takeuchi, Ryousuke (Story), Miyoshi, Hikaru (Art)",9,"['6', '2', '1']"
Fullmetal Alchemist,8.46,5908,171,1071,"16,697",489,7,35,Finished,"Feb  2003 to Apr  22, 2010","['Action', 'Adventure', 'Drama', 'Fantasy']",[],"Arakawa, Hiromu (Art), Inoue, Makoto (Story)",2,"['1', '1', '0']"
Holyland,8.45,30473,172,170,"82,995","3,769",18,182,Finished,"Oct  13, 2000 to May  23, 2008",[],"['Delinquents', 'Martial Arts', 'Psychological']","Mori, Kouji (Story & Art)",42,"['40', '1', '1']"
Ookami to KoushinryouSpice & Wolf,8.45,13352,173,410,"40,036","2,099",16,108,Finished,"Sep  27, 2007 to Dec  27, 2017","['Adventure', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Adult Cast', 'Historical']","Koume, Keito (Art), Hasekura, Isuna (Story)",9,"['9', '0', '0']"
Here U Are,8.45,13161,174,644,"26,707","1,382",Unknown,156,Finished,"Nov  22, 2017 to Dec  15, 2020","['Boys Love', 'Drama', 'Slice of Life']",[],D Jun (Story & Art),11,"['10', '1', '0']"
Who Made Me a Princess,8.45,22630,175,331,"47,558","2,776",9,125,Finished,"Dec  20, 2017 to Apr  30, 2022","['Comedy', 'Fantasy', 'Romance']",[],"Plutus (Story), Spoon (Art)",30,"['22', '6', '2']"
Tomodachi Game,8.45,23280,176,219,"67,476","3,778",Unknown,Unknown,Publishing,"Dec  9, 2013 to ?",[],"['High Stakes Game', 'Psychological', 'Strategy Game']","Yamaguchi, Mikoto (Story), Satou, Yuuki (Art)",33,"['29', '1', '3']"
Bungou Stray DogsBungo Stray Dogs,8.45,2386,177,1827,"10,384","1,408",Unknown,Unknown,Publishing,"Apr  1, 2014 to ?","['Mystery', 'Supernatural']",[],"Asagiri, Kafka (Story), Harukawa35 (Art), Ganjii (Art), Iwahata, Hiro (Story)",1,"['0', '1', '0']"
No Game No Life,8.45,15100,178,261,"58,999","2,351",Unknown,Unknown,Publishing,"Apr  25, 2012 to ?","['Comedy', 'Fantasy', 'Ecchi']","['Isekai', 'Strategy Game']","Kamiya, Yuu (Story & Art)",4,"['4', '0', '0']"
Gekkan Shoujo Nozaki-kunMonthly Girls' Nozaki-kun,8.44,22938,179,186,"78,886","3,880",Unknown,Unknown,Publishing,"Aug  25, 2011 to ?","['Comedy', 'Romance']","['Otaku Culture', 'School']","Tsubaki, Izumi (Story & Art)",12,"['11', '0', '1']"
Nan Hao Shang Feng,8.44,4608,180,1543,"12,437",391,Unknown,Unknown,Publishing,"Apr  30, 2021 to ?",[],[],Brownie (Story & Art),6,"['6', '0', '0']"
21st Century Boys,8.44,45141,181,157,"87,068",855,2,16,Finished,"Dec  25, 2006 to Jul  14, 2007","['Award Winning', 'Drama', 'Mystery', 'Sci-Fi']",[],"Urasawa, Naoki (Story & Art)",7,"['4', '2', '1']"
Doraemon,8.44,7072,182,1317,"14,156",889,45,821,Finished,Dec  1969 to  1996,"['Adventure', 'Award Winning', 'Comedy', 'Sci-Fi', 'Slice of Life']","['Anthropomorphic', 'School']","Fujiko, Fujio F. (Story & Art)",7,"['7', '0', '0']"
Usogui,8.44,5401,183,544,"31,145","1,127",49,541,Finished,"May  11, 2006 to Dec  21, 2017",[],"['High Stakes Game', 'Psychological', 'Strategy Game']","Sako, Toshio (Story & Art)",21,"['19', '1', '1']"
Barakamon,8.44,11582,184,407,"40,320","1,408",20,150,Finished,"Feb  22, 2008 to Jul  12, 2023","['Comedy', 'Slice of Life']","['Childcare', 'Iyashikei', 'Visual Arts']","Yoshino, Satsuki (Story & Art)",5,"['5', '0', '0']"
Adachi to ShimamuraAdachi and Shimamura,8.44,2228,185,1954,"9,662",518,Unknown,Unknown,Publishing,"Oct  10, 2012 to ?","['Girls Love', 'Slice of Life']",[],"Iruma, Hitoma (Story), Ousaka, Nozomi (Art)",14,"['13', '1', '0']"
Kage no Jitsuryokusha ni Naritakute!The Eminence in Shadow,8.43,5718,186,837,"20,894","1,139",Unknown,Unknown,Publishing,"Nov  5, 2018 to ?","['Action', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']","Touzai (Art), Aizawa, Daisuke (Story)",6,"['4', '2', '0']"
Shimeji Simulation,8.43,3210,187,1161,"15,505",798,Unknown,Unknown,Publishing,"Jan  26, 2019 to ?",[],[],Tsukumizu (Story & Art),5,"['5', '0', '0']"
Umineko no Naku Koro ni Chiru - Episode 6: Dawn of the Golden WitchUmineko WHEN THEY CRY Episode 6: Dawn of the Golden Witch,8.43,5556,188,1572,"12,180",254,6,26,Finished,"Nov  18, 2010 to Nov  17, 2012","['Drama', 'Horror', 'Mystery', 'Supernatural']",[],"Ryukishi07 (Story), Momoyama, Hinase (Art)",3,"['2', '0', '1']"
Horimiya,8.43,147780,189,16,"330,134","25,041",17,139,Finished,"Oct  18, 2011 to Mar  18, 2021",[],[],"Hagiwara, Daisuke (Art), HERO (Story)",125,"['88', '26', '11']"
Mugen no JuuninBlade of the Immortal,8.43,18296,190,185,"79,068","2,959",30,207,Finished,"Jun  25, 1993 to Dec  25, 2012","['Action', 'Adventure', 'Drama', 'Supernatural']","['Historical', 'Martial Arts', 'Samurai']","Samura, Hiroaki (Story & Art)",21,"['21', '0', '0']"
Youjo SenkiThe Saga of Tanya the Evil,8.43,4899,191,769,"22,526",922,Unknown,Unknown,Publishing,"Oct  31, 2013 to ?","['Action', 'Fantasy']","['Isekai', 'Military', 'Reincarnation']","Shinotsuki, Shinobu (Art), Zen, Carlo (Story)",8,"['5', '0', '3']"
Innocent Rouge,8.42,7098,192,638,"27,056",827,12,88,Finished,"May  20, 2015 to Jan  8, 2020",[],[],"Sakamoto, Shinichi (Story & Art)",6,"['4', '2', '0']"
Hirano to KagiuraHirano and Kagiura,8.42,2469,193,2221,"8,655",366,Unknown,Unknown,Publishing,"Mar  15, 2019 to ?","['Boys Love', 'Slice of Life']",[],"Harusono, Shou (Story & Art)",4,"['4', '0', '0']"
Omniscient Reader,8.42,41442,194,141,"95,810","4,757",Unknown,Unknown,Publishing,"May  26, 2020 to ?","['Action', 'Adventure', 'Fantasy']",[],"sing N song (Story), Sleepy-C (Art)",23,"['21', '0', '2']"
The Boxer,8.42,16398,195,504,"33,404","1,377",Unknown,123,Finished,"Dec  4, 2019 to May  4, 2022","['Drama', 'Sports']",[],"Jeong, Ji-Hoon (Story & Art)",27,"['25', '2', '0']"
Tobaku Mokushiroku KaijiGambling Apocalypse Kaiji,8.42,5351,196,928,"18,994",470,13,158,Finished,"Feb  10, 1996 to Jul  26, 1999","['Award Winning', 'Drama']","['Adult Cast', 'High Stakes Game', 'Strategy Game']","Fukumoto, Nobuyuki (Story & Art)",3,"['3', '0', '0']"
Juuni KokukiThe Twelve Kingdoms,8.42,1190,197,2097,"9,136",217,Unknown,Unknown,Publishing,"Jun  20, 1992 to ?",[],[],"Ono, Fuyumi (Story), Yamada, Akihiro (Art)",4,"['3', '0', '1']"
Toaru Majutsu no IndexA Certain Magical Index,8.42,9469,198,569,"29,654","1,852",22,133,Finished,"Apr  10, 2004 to Oct  10, 2010","['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']",[],"Kamachi, Kazuma (Story), Haimura, Kiyotaka (Art)",5,"['5', '0', '0']"
Dragon Ball,8.41,94530,199,65,"155,055","14,254",42,520,Finished,"Nov  20, 1984 to May  23, 1995","['Action', 'Adventure', 'Comedy', 'Sci-Fi']","['Martial Arts', 'Super Power']","Toriyama, Akira (Story & Art)",38,"['34', '4', '0']"
Nodame Cantabile,8.41,9206,200,643,"26,745",878,25,150,Finished,"Jul  10, 2001 to Aug  25, 2010","['Award Winning', 'Comedy', 'Romance', 'Slice of Life']","['Adult Cast', 'Music']","Ninomiya, Tomoko (Story & Art)",14,"['13', '1', '0']"
